,Item_Outlet_Sales
1788,145.1444
1789,175.1054
1790,4111.9808
1791,492.692
1792,1022.6688
1793,194.4136
1794,2808.3444
1795,852.224
1796,828.921
1797,323.5788
1798,2942.836
1799,359.532
1800,719.064
1801,2360.9268
1802,2735.1064
1803,3677.2134
1804,3842.9976
1805,199.74
1806,171.7764
1807,120.5098
1808,628.5152
1809,2946.165
1810,1789.6704
1811,468.7232
1812,1597.92
1813,3681.874
1814,317.5866
1815,1977.426
1816,1230.3984
1817,4410.2592
1818,1496.0526
1819,1012.016
1820,2862.94
1821,6692.6216
1822,1404.838
1823,2812.3392
1824,992.042
1825,5191.2426
1826,1148.505
1827,245.0144
1828,2909.546
1829,122.5072
1830,1468.089
1831,1733.7432
1832,5785.802
1833,1985.4156
1834,4175.8976
1835,6615.3888
1836,569.259
1837,2759.0752
1838,2631.2416
1839,363.5268
1840,1037.3164
1841,355.5372
1842,3283.7256
1843,1468.089
1844,1138.518
1845,189.0872
1846,339.558
1847,314.2576
1848,6006.1818
1849,2988.1104
1850,1761.7068
1851,3560.6984
1852,874.8612
1853,2874.9244
1854,113.186
1855,262.3252
1856,2181.1608
1857,503.3448
1858,1853.5872
1859,7504.2318
1860,644.4944
1861,2885.5772
1862,1017.3424
1863,2530.7058
1864,1617.894
1865,2328.9684
1866,1328.271
1867,209.727
1868,1244.3802
1869,1518.024
1870,1685.8056
1871,3078.6592
1872,2866.269
1873,294.2836
1874,2069.3064
1875,1046.6376
1876,4442.2176
1877,1930.1542
1878,1780.3492
1879,7086.1094
1880,316.9208
1881,3415.554
1882,5241.1776
1883,1025.332
1884,473.3838
1885,2912.875
1886,5976.2208
1887,687.1056
1888,2984.1156
1889,1255.033
1890,3695.19
1891,1068.609
1892,1583.9382
1893,661.1394
1894,958.752
1895,2836.308
1896,5523.4768
1897,972.068
1898,3002.0922
1899,1198.44
1900,4566.0564
1901,4402.9354
1902,4819.7262
1903,6033.4796
1904,1537.998
1905,2181.1608
1906,4916.933
1907,801.6232
1908,1474.0812
1909,3605.307
1910,873.5296
1911,575.2512
1912,860.2136
1913,40.6138
1914,515.3292
1915,2133.2232
1916,2181.1608
1917,2253.0672
1918,746.3618
1919,1482.0708
1920,1272.3438
1921,117.8466
1922,4434.228
1923,719.064
1924,1263.0226
1925,6114.7072
1926,2167.8448
1927,942.7728
1928,1897.53
1929,2631.2416
1930,2978.1234
1931,2332.9632
1932,123.8388
1933,1989.4104
1934,2372.9112
1935,1607.2412
1936,958.752
1937,197.0768
1938,1198.44
1939,2277.036
1940,796.2968
1941,525.982
1942,3105.957
1943,2826.9868
1944,3153.2288
1945,5369.0112
1946,3448.844
1947,1446.1176
1948,1567.2932
1949,1396.1826
1950,1078.596
1951,291.6204
1952,554.6114
1953,731.0484
1954,4250.4672
1955,1514.695
1956,4054.722
1957,3067.3406
1958,2343.616
1959,852.224
1960,5350.3688
1961,4119.3046
1962,425.4462
1963,2133.2232
1964,5145.3024
1965,1162.4868
1966,165.7842
1967,3547.3824
1968,1211.756
1969,2274.3728
1970,4763.799
1971,5033.448
1972,1120.5414
1973,2612.5992
1974,4548.0798
1975,5863.0348
1976,254.3356
1977,2713.135
1978,447.4176
1979,1631.8758
1980,5331.7264
1981,3563.3616
1982,1603.2464
1983,2709.806
1984,4086.0146
1985,1705.7796
1986,1402.1748
1987,7168.6686
1988,962.7468
1989,1281.665
1990,426.112
1991,1764.37
1992,1701.7848
1993,4357.661
1994,3207.8244
1995,732.38
1996,6751.212
1997,306.268
1998,8239.9408
1999,193.082
2000,1209.7586
2001,3878.285
2002,2693.8268
2003,649.155
2004,4777.7808
2005,1416.8224
2006,2422.1804
2007,2914.8724
2008,2380.9008
2009,1556.6404
2010,689.103
2011,373.5138
2012,539.298
2013,1612.5676
2014,559.272
2015,179.766
2016,763.0068
2017,756.3488
2018,181.0976
2019,6029.4848
2020,3083.9856
2021,113.186
2022,2087.9488
2023,2535.3664
2024,1789.6704
2025,4687.232
2026,3425.541
2027,1657.842
2028,3101.2964
2029,1347.5792
2030,2270.378
2031,2556.672
2032,3779.0808
2033,1505.3738
2034,782.9808
2035,480.7076
2036,1911.5118
2037,642.497
2038,1470.0864
2039,159.792
2040,6309.7866
2041,633.8416
2042,3091.9752
2043,1637.868
2044,805.618
2045,3767.0964
2046,529.311
2047,645.1602
2048,849.5608
2049,1328.271
2050,2010.716
2051,4364.9848
2052,792.302
2053,2804.3496
2054,4290.4152
2055,37.2848
2056,2659.871
2057,5406.296
2058,930.1226
2059,1826.9552
2060,1145.176
2061,3150.5656
2062,253.6698
2063,1779.0176
2064,1185.7898
2065,467.3916
2066,1414.1592
2067,1518.024
2068,3034.0506
2069,666.4658
2070,181.0976
2071,210.3928
2072,1662.5026
2073,3791.0652
2074,402.809
2075,749.025
2076,2516.724
2077,5556.7668
2078,1022.6688
2079,525.3162
2080,1576.6144
2081,392.822
2082,5257.1568
2083,4447.544
2084,5652.642
2085,3033.3848
2086,780.9834
2087,2474.7786
2088,101.2016
2089,3929.5516
2090,564.5984
2091,1245.046
2092,151.8024
2093,825.592
2094,2696.49
2095,1231.73
2096,939.4438
2097,2090.612
2098,2801.6864
2099,3364.9532
2100,2343.616
2101,1808.9786
2102,992.042
2103,5768.4912
2104,970.7364
2105,3568.688
2106,3533.4006
2107,6157.3184
2108,4729.8432
2109,9371.8008
2110,1949.4624
2111,4633.968
2112,4211.185
2113,1970.768
2114,3372.9428
2115,934.7832
2116,3375.606
2117,2388.2246
2118,780.3176
2119,102.5332
2120,1713.7692
2121,1605.9096
2122,717.0666
2123,1381.535
2124,215.7192
2125,1076.5986
2126,2931.5174
2127,4211.185
2128,1830.95
2129,939.4438
2130,1856.2504
2131,115.8492
2132,4613.994
2133,1431.47
2134,490.0288
2135,366.19
2136,611.2044
2137,2163.85
2138,575.2512
2139,498.0184
2140,661.8052
2141,5294.4416
2142,1208.427
2143,838.908
2144,660.4736
2145,3928.22
2146,452.744
2147,782.315
2148,2580.6408
2149,1537.998
2150,1687.1372
2151,3115.944
2152,2348.9424
2153,262.991
2154,3542.7218
2155,4701.8796
2156,1768.3648
2157,519.324
2158,1677.816
2159,164.4526
2160,1108.557
2161,4350.3372
2162,1312.9576
2163,659.142
2164,910.8144
2165,2409.5302
2166,2648.5524
2167,1065.28
2168,798.96
2169,3062.0142
2170,774.9912
2171,4958.8784
2172,697.7584
2173,2768.3964
2174,2591.2936
2175,755.0172
2176,354.2056
2177,479.376
2178,1607.2412
2179,1053.2956
2180,1922.8304
2181,1677.1502
2182,1113.2176
2183,1518.024
2184,2406.2012
2185,2069.3064
2186,3621.2862
2187,4969.5312
2188,1245.046
2189,5243.8408
2190,934.7832
2191,521.9872
2192,4578.0408
2193,1062.6168
2194,2579.975
2195,165.1184
2196,459.402
2197,1504.0422
2198,5126.66
2199,2616.594
2200,842.237
2201,1223.0746
2202,755.683
2203,1953.4572
2204,288.9572
2205,2976.7918
2206,2675.1844
2207,755.0172
2208,410.1328
2209,387.4956
2210,3635.268
2211,1323.6104
2212,2942.836
2213,4379.6324
2214,2936.178
2215,600.5516
2216,8851.1452
2217,2428.8384
2218,3813.7024
2219,2556.672
2220,1255.033
2221,2769.728
2222,1571.288
2223,188.4214
2224,1022.6688
2225,3744.4592
2226,2749.754
2227,480.7076
2228,969.4048
2229,4933.578
2230,2720.4588
2231,4527.44
2232,3123.9336
2233,2857.6136
2234,1454.773
2235,1992.0736
2236,1728.4168
2237,2311.6576
2238,7478.2656
2239,593.8936
2240,452.744
2241,856.8846
2242,984.7182
2243,2037.348
2244,149.805
2245,473.3838
2246,293.6178
2247,5105.3544
2248,3010.7476
2249,986.7156
2250,458.0704
2251,589.233
2252,283.6308
2253,1935.4806
2254,1569.9564
2255,437.4306
2256,1717.764
2257,1304.968
2258,784.3124
2259,1816.3024
2260,2070.638
2261,2184.4898
2262,1922.8304
2263,633.8416
2264,2269.0464
2265,1209.7586
2266,1205.098
2267,3338.987
2268,227.7036
2269,4680.574
2270,695.0952
2271,579.246
2272,1478.076
2273,694.4294
2274,703.0848
2275,4514.124
2276,206.398
2277,589.233
2278,3169.208
2279,2490.092
2280,1151.1682
2281,3900.9222
2282,6439.6176
2283,1845.5976
2284,934.7832
2285,3202.498
2286,2684.5056
2287,221.0456
2288,2439.4912
2289,596.5568
2290,2227.101
2291,5159.2842
2292,1366.2216
2293,8604.7992
2294,378.1744
2295,711.0744
2296,1061.951
2297,1004.0264
2298,609.207
2299,3558.0352
2300,2025.3636
2301,1864.24
2302,1907.517
2303,5660.6316
2304,607.2096
2305,1024.6662
2306,3169.208
2307,2740.4328
2308,640.4996
2309,1960.1152
2310,2067.309
2311,231.6984
2312,253.004
2313,131.1626
2314,2153.1972
2315,5383.6588
2316,1724.422
2317,3615.294
2318,168.4474
2319,2999.429
2320,4165.2448
2321,1134.5232
2322,2888.2404
2323,2696.49
2324,53.9298
2325,113.8518
2326,2287.023
2327,555.2772
2328,1120.5414
2329,719.064
2330,437.4306
2331,2050.664
2332,1214.4192
2333,2059.9852
2334,3672.5528
2335,3089.312
2336,815.605
2337,61.2536
2338,1278.336
2339,1528.011
2340,129.831
2341,1301.639
2342,1844.9318
2343,5068.7354
2344,1095.241
2345,307.5996
2346,1295.6468
2347,2607.2728
2348,3455.502
2349,2345.6134
2350,197.7426
2351,1761.7068
2352,1905.5196
2353,3086.6488
2354,1060.6194
2355,4653.942
2356,3339.6528
2357,2439.4912
2358,1379.5376
2359,897.4984
2360,1404.838
2361,615.1992
2362,1069.2748
2363,4101.328
2364,4793.76
2365,1138.518
2366,2771.7254
2367,1948.1308
2368,5206.556
2369,173.7738
2370,73.238
2371,3415.554
2372,3803.0496
2373,3961.51
2374,1384.1982
2375,1251.704
2376,1821.6288
2377,5141.3076
2378,3205.1612
2379,1720.4272
2380,3418.883
2381,4374.306
2382,782.315
2383,1685.8056
2384,153.7998
2385,4101.328
2386,3453.5046
2387,1179.1318
2388,1004.0264
2389,419.454
2390,3845.6608
2391,2024.032
2392,1956.1204
2393,1168.479
2394,55.2614
2395,2020.0372
2396,3073.9986
2397,1884.8798
2398,1364.89
2399,3193.1768
2400,2336.958
2401,370.1848
2402,3756.4436
2403,175.7712
2404,3078.6592
2405,2109.2544
2406,3243.7776
2407,71.9064
2408,189.0872
2409,2579.975
2410,1486.0656
2411,312.2602
2412,4845.0266
2413,171.7764
2414,1834.279
2415,2082.6224
2416,2705.1454
2417,3731.809
2418,1592.5936
2419,2125.2336
2420,998.7
2421,3673.8844
2422,2099.9332
2423,1225.072
2424,3062.0142
2425,4442.2176
2426,4278.4308
2427,631.1784
2428,602.549
2429,2797.6916
2430,445.4202
2431,2348.9424
2432,1975.4286
2433,1374.2112
2434,2006.7212
2435,352.874
2436,908.817
2437,6035.477
2438,1379.5376
2439,171.1106
2440,2045.3376
2441,1332.9316
2442,2848.9582
2443,1278.336
2444,1491.392
2445,195.7452
2446,585.904
2447,1133.8574
2448,1186.4556
2449,93.212
2450,2836.308
2451,3621.952
2452,1761.041
2453,1325.6078
2454,3942.8676
2455,3506.7686
2456,3560.6984
2457,5099.3622
2458,2570.6538
2459,2563.33
2460,2187.153
2461,2348.9424
2462,1682.4766
2463,4274.436
2464,3185.1872
2465,4580.704
2466,1800.3232
2467,517.3266
2468,5668.6212
2469,2125.2336
2470,555.2772
2471,1948.1308
2472,188.4214
2473,367.5216
2474,601.2174
2475,361.5294
2476,2332.2974
2477,4042.7376
2478,1356.2346
2479,948.765
2480,782.9808
2481,1192.4478
2482,1701.7848
2483,3153.2288
2484,1042.6428
2485,633.8416
2486,213.056
2487,312.926
2488,3142.576
2489,1696.4584
2490,639.168
2491,109.1912
2492,796.9626
2493,4687.232
2494,3036.048
2495,2372.9112
2496,770.3306
2497,663.1368
2498,2167.8448
2499,2749.754
2500,3057.3536
2501,1904.188
2502,512.666
2503,605.878
2504,2826.321
2505,3846.9924
2506,557.2746
2507,3542.056
2508,2964.1416
2509,2960.1468
2510,490.0288
2511,3611.2992
2512,1378.206
2513,3119.9388
2514,2013.3792
2515,4761.8016
2516,7590.12
2517,1326.2736
2518,713.0718
2519,982.055
2520,2119.9072
2521,4234.488
2522,2396.88
2523,5757.8384
2524,1303.6364
2525,599.22
2526,3954.852
2527,1050.6324
2528,6503.5344
2529,5972.226
2530,1641.8628
2531,2087.9488
2532,3339.6528
2533,2787.0388
2534,2535.3664
2535,8760.5964
2536,1018.674
2537,1789.6704
2538,1382.2008
2539,5259.82
2540,1512.6976
2541,2090.612
2542,1211.756
2543,1230.3984
2544,1657.842
2545,739.038
2546,1105.228
2547,2619.2572
2548,2721.7904
2549,6381.693
2550,769.6648
2551,1120.5414
2552,1869.5664
2553,1411.496
2554,1941.4728
2555,4301.068
2556,343.5528
2557,3998.7948
2558,585.904
2559,535.3032
2560,1609.9044
2561,649.155
2562,2223.1062
2563,2127.8968
2564,4060.7142
2565,3844.995
2566,1832.2816
2567,1310.2944
2568,659.142
2569,4402.2696
2570,3643.2576
2571,33.9558
2572,4247.804
2573,259.662
2574,2607.2728
2575,1372.2138
2576,529.311
2577,846.8976
2578,2648.5524
2579,1584.604
2580,3629.2758
2581,809.6128
2582,117.8466
2583,1611.236
2584,2402.2064
2585,4225.1668
2586,139.818
2587,4517.453
2588,1573.9512
2589,6796.4864
2590,842.237
2591,1277.0044
2592,447.4176
2593,1584.604
2594,1685.8056
2595,503.3448
2596,3574.0144
2597,1186.4556
2598,3146.5708
2599,6474.2392
2600,745.696
2601,1853.5872
2602,3006.087
2603,736.3748
2604,3956.8494
2605,1807.647
2606,467.3916
2607,3542.056
2608,1949.4624
2609,3344.9792
2610,2684.5056
2611,592.562
2612,736.3748
2613,211.7244
2614,1279.0018
2615,7201.2928
2616,3103.9596
2617,1522.0188
2618,2101.9306
2619,2972.1312
2620,149.805
2621,433.4358
2622,4920.9278
2623,1164.4842
2624,846.8976
2625,2812.3392
2626,865.54
2627,2946.165
2628,3137.2496
2629,1657.1762
2630,3113.2808
2631,1510.0344
2632,1629.8784
2633,690.4346
2634,4447.544
2635,5470.8786
2636,2673.8528
2637,3339.6528
2638,502.0132
2639,3038.7112
2640,1288.9888
2641,4354.332
2642,3202.498
2643,5976.2208
2644,884.1824
2645,3006.087
2646,3282.394
2647,1038.648
2648,6306.4576
2649,2693.8268
2650,2524.0478
2651,3643.2576
2652,1438.128
2653,4195.8716
2654,1263.6884
2655,2066.6432
2656,1281.665
2657,4016.1056
2658,3672.5528
2659,2127.231
2660,2290.352
2661,1258.362
2662,4267.1122
2663,102.5332
2664,291.6204
2665,2139.2154
2666,1540.6612
2667,1724.422
2668,645.1602
2669,3990.8052
2670,1611.236
2671,1116.5466
2672,1203.7664
2673,2999.429
2674,3425.541
2675,4579.3724
2676,4134.618
2677,3384.2614
2678,453.4098
2679,2097.27
2680,6852.4136
2681,1486.7314
2682,3531.4032
2683,1448.7808
2684,1335.5948
2685,2367.5848
2686,2011.3818
2687,6729.9064
2688,1860.2452
2689,3440.8544
2690,1070.6064
2691,1422.1488
2692,129.831
2693,3408.896
2694,3139.9128
2695,3704.5112
2696,2656.542
2697,193.082
2698,1395.5168
2699,3621.952
2700,778.986
2701,2465.4574
2702,347.5476
2703,966.7416
2704,922.7988
2705,1219.7456
2706,747.0276
2707,539.298
2708,4460.1942
2709,1018.674
2710,2816.334
2711,101.8674
2712,2553.343
2713,343.5528
2714,365.5242
2715,169.1132
2716,4224.501
2717,4063.3774
2718,293.6178
2719,3411.5592
2720,2698.4874
2721,425.4462
2722,2588.6304
2723,5901.6512
2724,511.3344
2725,2812.3392
2726,2556.672
2727,3504.1054
2728,171.7764
2729,535.3032
2730,2470.118
2731,525.982
2732,4544.085
2733,743.0328
2734,4848.3556
2735,2656.542
2736,2840.9686
2737,2956.152
2738,1861.5768
2739,4364.319
2740,2797.6916
2741,2759.0752
2742,2431.5016
2743,2530.7058
2744,4761.8016
2745,1229.0668
2746,647.1576
2747,261.6594
2748,1686.4714
2749,2996.1
2750,4458.1968
2751,2239.7512
2752,2712.4692
2753,592.562
2754,2163.85
2755,3275.736
2756,679.116
2757,988.713
2758,1768.3648
2759,1540.6612
2760,2588.6304
2761,3020.0688
2762,2858.9452
2763,3968.168
2764,1737.738
2765,175.7712
2766,452.744
2767,185.7582
2768,934.7832
2769,1765.7016
2770,291.6204
2771,1651.184
2772,4563.3932
2773,1494.0552
2774,1419.4856
2775,1291.652
2776,7931.6754
2777,595.2252
2778,2026.0294
2779,2603.278
2780,2117.244
2781,247.6776
2782,256.333
2783,2680.5108
2784,3487.4604
2785,2816.334
2786,2050.664
2787,1288.9888
2788,3688.532
2789,1644.526
2790,5298.4364
2791,2117.244
2792,327.5736
2793,1837.608
2794,934.7832
2795,308.9312
2796,171.7764
2797,1496.7184
2798,525.982
2799,3928.8858
2800,161.7894
2801,2636.568
2802,3644.5892
2803,6729.9064
2804,2316.984
2805,3302.368
2806,2127.231
2807,2862.94
2808,3231.1274
2809,237.6906
2810,1022.6688
2811,466.06
2812,617.8624
2813,113.186
2814,3075.996
2815,2067.309
2816,4769.1254
2817,243.6828
2818,263.6568
2819,945.436
2820,1306.2996
2821,1821.6288
2822,1230.3984
2823,1887.543
2824,1318.284
2825,186.424
2826,995.371
2827,1380.8692
2828,905.488
2829,1874.8928
2830,6231.888
2831,1837.608
2832,289.623
2833,2133.2232
2834,2250.404
2835,1480.7392
2836,503.3448
2837,1113.2176
2838,6024.1584
2839,4711.2008
2840,152.4682
2841,5851.0504
2842,2251.0698
2843,2796.36
2844,611.2044
2845,3390.2536
2846,492.692
2847,1669.8264
2848,927.4594
2849,6196.6006
2850,744.3644
2851,466.06
2852,4137.2812
2853,207.7296
2854,2463.46
2855,138.4864
2856,1095.241
2857,2258.3936
2858,663.1368
2859,2103.2622
2860,4863.0032
2861,6048.793
2862,2239.0854
2863,5273.136
2864,5852.382
2865,1629.8784
2866,250.3408
2867,180.4318
2868,527.9794
2869,2840.3028
2870,1407.5012
2871,589.233
2872,796.9626
2873,1657.842
2874,1518.024
2875,467.3916
2876,885.514
2877,3165.879
2878,1847.595
2879,491.3604
2880,1808.9786
2881,4506.1344
2882,1705.7796
2883,3113.2808
2884,3020.0688
2885,1779.0176
2886,1185.124
2887,6359.7216
2888,2167.179
2889,1737.738
2890,2846.295
2891,6114.7072
2892,1576.6144
2893,373.5138
2894,1384.1982
2895,473.3838
2896,4697.8848
2897,892.172
2898,2376.906
2899,2709.1402
2900,1997.4
2901,755.0172
2902,2566.659
2903,596.5568
2904,2297.01
2905,2886.9088
2906,340.2238
2907,828.921
2908,3731.809
2909,905.488
2910,1411.496
2911,173.108
2912,399.48
2913,982.055
2914,2390.222
2915,5382.993
2916,2536.698
2917,1941.4728
2918,1448.115
2919,1058.622
2920,759.012
2921,2093.2752
2922,7142.7024
2923,2428.8384
2924,3828.35
2925,431.4384
2926,1733.7432
2927,1034.6532
2928,3174.5344
2929,4604.6728
2930,2820.9946
2931,196.411
2932,5715.2272
2933,3119.9388
2934,2471.4496
2935,3835.008
2936,1261.691
2937,2285.0256
2938,798.96
2939,2125.2336
2940,508.6712
2941,1990.742
2942,3103.9596
2943,575.2512
2944,157.1288
2945,196.411
2946,805.618
2947,2548.6824
2948,3868.9638
2949,2143.2102
2950,697.0926
2951,2423.512
2952,2406.867
2953,1537.998
2954,739.038
2955,2063.98
2956,1454.773
2957,356.8688
2958,3350.3056
2959,1358.232
2960,3731.809
2961,3372.9428
2962,774.9912
2963,397.4826
2964,3068.0064
2965,3276.4018
2966,143.8128
2967,1362.2268
2968,2143.876
2969,1366.2216
2970,1198.44
2971,1757.712
2972,4767.128
2973,870.8664
2974,1031.99
2975,2025.3636
2976,4902.9512
2977,149.1392
2978,2543.356
2979,479.376
2980,3101.2964
2981,1707.777
2982,864.2084
2983,4910.275
2984,1257.0304
2985,243.017
2986,5001.4896
2987,4314.384
2988,843.5686
2989,2073.3012
2990,1230.3984
2991,1693.7952
2992,639.168
2993,4745.8224
2994,3079.9908
2995,5466.8838
2996,2651.2156
2997,2103.928
2998,1090.5804
2999,2141.2128
3000,2145.2076
3001,419.454
3002,591.8962
3003,2501.4106
3004,850.8924
3005,2679.845
3006,3611.2992
3007,3439.5228
3008,727.0536
3009,5695.2532
3010,4762.4674
3011,265.6542
3012,852.224
3013,735.709
3014,1151.1682
3015,2223.1062
3016,1857.582
3017,675.1212
3018,155.1314
3019,1185.124
3020,1697.79
3021,2721.7904
3022,4920.9278
3023,351.5424
3024,856.8846
3025,284.9624
3026,838.908
3027,5920.2936
3028,147.8076
3029,135.8232
3030,651.8182
3031,2103.928
3032,2458.1336
3033,6411.654
3034,1655.1788
3035,2956.152
3036,1833.6132
3037,894.8352
3038,2852.2872
3039,105.8622
3040,1987.413
3041,118.5124
3042,2137.218
3043,1569.9564
3044,531.3084
3045,2224.4378
3046,295.6152
3047,382.1692
3048,1348.245
3049,4578.0408
3050,3761.77
3051,2616.594
3052,3709.8376
3053,34.6216
3054,142.4812
3055,572.588
3056,1749.7224
3057,2736.438
3058,701.7532
3059,1310.2944
3060,1203.7664
3061,1552.6456
3062,4301.068
3063,3110.6176
3064,1608.5728
3065,1705.1138
3066,1018.0082
3067,3103.9596
3068,982.7208
3069,1736.4064
3070,2293.0152
3071,3691.1952
3072,378.1744
3073,6893.0274
3074,279.636
3075,6093.4016
3076,187.7556
3077,792.302
3078,2233.0932
3079,497.3526
3080,4274.436
3081,1239.7196
3082,774.9912
3083,7534.1928
3084,2336.958
3085,607.2096
3086,223.7088
3087,7843.124
3088,1686.4714
3089,3844.995
3090,2541.3586
3091,2886.243
3092,3315.0182
3093,5681.2714
3094,2694.4926
3095,529.311
3096,3896.2616
3097,3427.5384
3098,9467.676
3099,1618.5598
3100,109.1912
3101,978.726
3102,952.094
3103,501.3474
3104,70.5748
3105,250.3408
3106,2365.5874
3107,2695.1584
3108,87.2198
3109,1004.0264
3110,2947.4966
3111,3103.9596
3112,886.8456
3113,199.74
3114,459.402
3115,1146.5076
3116,479.376
3117,2746.425
3118,4159.9184
3119,1171.808
3120,1829.6184
3121,3415.554
3122,3361.6242
3123,663.1368
3124,1437.4622
3125,2603.278
3126,2090.612
3127,2073.3012
3128,5772.486
3129,3844.995
3130,2147.205
3131,1577.946
3132,1966.7732
3133,3292.381
3134,2719.793
3135,5496.8448
3136,3858.9768
3137,2306.997
3138,1139.8496
3139,1757.712
3140,564.5984
3141,808.947
3142,3941.536
3143,1845.5976
3144,2863.6058
3145,852.224
3146,457.4046
3147,256.333
3148,2034.019
3149,1278.336
3150,1366.2216
3151,2940.1728
3152,885.514
3153,2316.984
3154,8912.3988
3155,2847.6266
3156,1725.7536
3157,420.7856
3158,5800.4496
3159,3448.844
3160,2175.1686
3161,2036.6822
3162,683.1108
3163,63.251
3164,455.4072
3165,2348.9424
3166,2090.612
3167,3430.2016
3168,2885.5772
3169,1488.7288
3170,663.1368
3171,251.6724
3172,2889.572
3173,1498.05
3174,3528.74
3175,3861.64
3176,353.5398
3177,4756.4752
3178,801.6232
3179,1821.6288
3180,1524.0162
3181,4414.254
3182,1142.5128
3183,1035.9848
3184,3280.3966
3185,3199.8348
3186,780.9834
3187,2553.343
3188,834.9132
3189,2748.4224
3190,1761.7068
3191,2283.0282
3192,387.4956
3193,4789.7652
3194,2828.3184
3195,2024.032
3196,1603.9122
3197,3981.484
3198,4146.6024
3199,3395.58
3200,2040.0112
3201,3554.7062
3202,539.298
3203,3901.588
3204,311.5944
3205,189.753
3206,219.0482
3207,2606.607
3208,6757.87
3209,642.497
3210,5386.9878
3211,4073.3644
3212,181.0976
3213,7247.233
3214,2255.7304
3215,1486.7314
3216,117.1808
3217,1530.6742
3218,2414.1908
3219,814.9392
3220,2530.7058
3221,3677.2134
3222,852.224
3223,2873.5928
3224,323.5788
3225,3605.307
3226,4604.6728
3227,985.384
3228,1528.011
3229,1813.6392
3230,1416.8224
3231,3266.4148
3232,1274.3412
3233,1388.8588
3234,7503.566
3235,774.9912
3236,818.934
3237,5892.33
3238,4950.8888
3239,3693.8584
3240,805.618
3241,4349.0056
3242,1597.92
3243,777.6544
3244,722.393
3245,6291.81
3246,3365.619
3247,49.2692
3248,3974.826
3249,1677.816
3250,671.1264
3251,2745.0934
3252,519.324
3253,1231.73
3254,2931.5174
3255,7247.233
3256,1631.21
3257,890.8404
3258,567.2616
3259,1105.228
3260,942.7728
3261,960.7494
3262,1544.656
3263,3318.3472
3264,3185.1872
3265,1659.1736
3266,5752.512
3267,4586.0304
3268,2646.555
3269,471.3864
3270,1150.5024
3271,119.1782
3272,4925.5884
3273,157.1288
3274,1025.332
3275,759.012
3276,207.7296
3277,5753.8436
3278,2091.2778
3279,3219.8088
3280,3532.7348
3281,3440.8544
3282,3453.5046
3283,59.2562
3284,428.7752
3285,801.6232
3286,8138.7392
3287,1416.8224
3288,759.012
3289,715.0692
3290,3206.4928
3291,2770.3938
3292,1780.3492
3293,234.3616
3294,1794.331
3295,1314.2892
3296,308.9312
3297,1938.8096
3298,4097.3332
3299,5396.9748
3300,1491.392
3301,47.9376
3302,894.8352
3303,3515.424
3304,2306.997
3305,1618.5598
3306,3430.2016
3307,2069.3064
3308,4647.284
3309,1917.504
3310,284.9624
3311,1346.2476
3312,2252.4014
3313,6033.4796
3314,2336.958
3315,2956.152
3316,1547.3192
3317,291.6204
3318,2797.6916
3319,2614.5966
3320,4386.2904
3321,6391.68
3322,3495.45
3323,5033.448
3324,4578.0408
3325,998.7
3326,3478.805
3327,2013.3792
3328,1398.18
3329,472.718
3330,632.51
3331,1543.3244
3332,1528.011
3333,2109.2544
3334,1017.3424
3335,2821.6604
3336,621.1914
3337,2330.3
3338,1662.5026
3339,1661.8368
3340,527.9794
3341,299.61
3342,1651.184
3343,1470.0864
3344,1277.0044
3345,857.5504
3346,1890.2062
3347,103.199
3348,418.1224
3349,1006.6896
3350,3281.0624
3351,2886.243
3352,3046.7008
3353,628.5152
3354,223.7088
3355,1315.6208
3356,1336.9264
3357,2157.192
3358,2460.7968
3359,463.3968
3360,1583.9382
3361,3494.1184
3362,913.4776
3363,3572.017
3364,2241.0828
3365,3048.6982
3366,3713.1666
3367,355.5372
3368,2257.062
3369,1198.44
3370,275.6412
3371,2277.036
3372,4228.4958
3373,199.74
3374,3739.1328
3375,352.874
3376,2684.5056
3377,1354.2372
3378,1757.712
3379,727.0536
3380,527.3136
3381,838.908
3382,1164.4842
3383,1312.2918
3384,834.9132
3385,3962.8416
3386,4845.0266
3387,1416.8224
3388,1127.8652
3389,97.2068
3390,120.5098
3391,2376.906
3392,1458.102
3393,3403.5696
3394,441.4254
3395,2526.0452
3396,2059.9852
3397,1001.3632
3398,141.8154
3399,285.6282
3400,7033.5112
3401,2679.845
3402,2580.6408
3403,2878.2534
3404,6242.5408
3405,340.2238
3406,2050.664
3407,7334.4528
3408,67.9116
3409,2546.685
3410,4207.856
3411,1947.465
3412,1168.479
3413,1717.764
3414,1549.3166
3415,1566.6274
3416,3179.8608
3417,296.9468
3418,562.601
3419,1102.5648
3420,1845.5976
3421,2466.789
3422,1843.6002
3423,5141.3076
3424,1174.4712
3425,2684.5056
3426,2535.3664
3427,2918.8672
3428,552.614
3429,3418.883
3430,1467.4232
3431,679.116
3432,88.5514
3433,427.4436
3434,3778.415
3435,5069.4012
3436,3874.2902
3437,3571.3512
3438,1701.7848
3439,1757.712
3440,127.1678
3441,1238.388
3442,2050.664
3443,1150.5024
3444,802.9548
3445,3202.498
3446,4619.9862
3447,2153.1972
3448,715.0692
3449,1964.7758
3450,1262.3568
3451,2302.3364
3452,1109.2228
3453,2561.9984
3454,4426.2384
3455,2246.4092
3456,4133.2864
3457,3978.155
3458,460.7336
3459,918.804
3460,1965.4416
3461,1022.6688
